ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE
1220,3.8,10.65,8.484,7.7,1.7815,1.3912,0.6056,1.0801,0.5514
1217,3.8,10.625,8.424,7.705,1.776,1.3785,0.6115,1.0872,0.5575
1207,3.8,10.545,8.402,7.6175,1.767,1.377,0.6147,1.0907,0.5569
1204,3.8,10.55,8.4125,7.6625,1.7675,1.381,0.6144,1.0882,0.5565
1209,3.8,10.543,8.42,7.655,1.772,1.3901,0.614,1.0857,0.5555
1219,3.8,10.559,8.335,7.5575,1.7768,1.3708,0.6212,1.0966,0.5612
1219,3.8,10.515,8.319,7.45,1.779,1.3759,0.6173,1.0949,0.5575
1220.5,3.8,10.435,8.25,7.29,1.7785,1.359,0.6205,1.1039,0.5553
1238.5,3.8,10.437,8.264,7.2375,1.7837,1.3612,0.6152,1.104,0.5535
1222.5,3.8,10.433,8.323,7.19,1.7779,1.3695,0.6192,1.0999,0.5564
1219,3.8,10.333,8.285,7.175,1.7779,1.3688,0.62,1.101,0.5567
1215.5,3.8,10.308,8.17,7.2875,1.7745,1.3545,0.6262,1.118,0.56
1213,3.8,10.195,8.147,7.505,1.7727,1.348,0.6298,1.12,0.5627
1217,3.8,10.195,8.067,7.29,1.7591,1.344,0.6343,1.1271,0.5665
1201,3.8,10.256,8.0055,7.29,1.743,1.3331,0.6383,1.1354,0.5705
1199,3.8,10.218,8.025,7.3275,1.739,1.3264,0.6362,1.134,0.5655
1199,3.8,10.1785,7.965,7.23,1.7415,1.3172,0.6424,1.1453,0.5739
1202,3.8,10.113,7.972,7.27,1.7405,1.3114,0.6448,1.1498,0.5764
1192,3.8,10.188,7.944,7.315,1.7331,1.3107,0.6482,1.1557,0.5802
1196,3.8,10.146,7.981,7.35,1.734,1.3168,0.6458,1.1499,0.575
1200,3.8,10.139,7.982,7.58,1.7295,1.3157,0.6474,1.1498,0.5755
1196.4,3.8,10.284,7.9958,8.03,1.7175,1.3151,0.6425,1.1457,0.5726
1199.9,3.8,10.36,7.925,7.765,1.7255,1.3102,0.6502,1.1542,0.5775
1195,3.8,10.347,7.857,7.9375,1.7262,1.2945,0.656,1.1686,0.5855
1202,3.8,10.251,7.865,7.76,1.7243,1.294,0.6572,1.1685,0.586
1194.3,3.8,10.2685,7.826,7.74,1.7245,1.2903,0.6563,1.1707,0.5835
1195.4,3.8,10.244,7.8285,7.83,1.7228,1.294,0.6585,1.17,0.5829
1194.4,3.8,10.235,7.792,7.88,1.7233,1.293,0.6575,1.1786,0.5825
1196.65,3.8,10.2945,7.7725,8,1.72265,1.28905,0.658,1.18195,0.58295
1198.9,3.8,10.354,7.753,8.12,1.722,1.2851,0.6585,1.1853,0.5834
1200.5,3.8,10.424,7.786,8.235,1.7358,1.299,0.6479,1.1742,0.5744
1207.1,3.8,10.322,7.7479,8.105,1.731,1.2898,0.6477,1.1835,0.5758
1210,3.8,10.34,7.7654,8.035,1.735,1.3022,0.6513,1.1766,0.5759
1203,3.8,10.244,7.773,8.02,1.7288,1.2973,0.6564,1.1744,0.5802
1201.5,3.8,10.27,7.7945,8.041,1.7282,1.3127,0.6599,1.1702,0.579
1200.3,3.8,10.56,7.6745,7.915,1.7175,1.2973,0.6674,1.187,0.581
1200.3,3.8,10.5075,7.799,8.04,1.729,1.3233,0.6591,1.1695,0.5772
1196.7,3.8,10.739,7.7745,7.945,1.7249,1.3131,0.6583,1.1743,0.5748
1194.5,3.8,10.735,7.799,7.98,1.73,1.3192,0.6565,1.1686,0.5739
1195.4,3.8,10.6175,7.7275,7.925,1.7341,1.306,0.6642,1.1764,0.578
1193.4,3.8,10.5598,7.725,7.81,1.7397,1.3104,0.6652,1.1767,0.579
1192,3.8,10.6,7.6835,7.85,1.7324,1.3047,0.6671,1.183,0.5803
1190.3,3.8,10.475,7.671,7.78,1.7286,1.3009,0.6676,1.1843,0.582
1185,3.8,10.4875,7.678,7.8425,1.7274,1.3051,0.6717,1.1812,0.5851
1185,3.8,10.598,7.746,7.94,1.732,1.3205,0.6729,1.171,0.584
1200,3.8,10.48,7.7668,7.9,1.7325,1.3246,0.6696,1.1678,0.5825
1190.6,3.8,10.468,7.812,7.855,1.735,1.329,0.6675,1.1616,0.5845
1190.3,3.8,10.4745,7.892,7.96,1.7395,1.3268,0.6643,1.1548,0.5854
1193,3.8,10.532,7.962,7.793,1.7412,1.331,0.6622,1.1498,0.5846
1187.2,3.8,10.4815,7.91,7.6737,1.738,1.3257,0.6723,1.1592,0.5881
1186.9,3.8,10.458,8.026,7.595,1.7557,1.3479,0.6651,1.1429,0.5825
1194.6,3.8,10.43,8.031,7.495,1.757,1.3508,0.6655,1.1423,0.5825
1196,3.8,10.455,7.9985,7.51,1.7608,1.3519,0.6713,1.1502,0.5866
1192,3.8,10.455,7.966,7.4425,1.7562,1.3412,0.676,1.158,0.5947
1187.2,3.8,10.475,7.9795,7.414,1.751,1.3474,0.6809,1.1524,0.5958
1183.7,3.8,10.435,7.9752,7.53,1.752,1.3465,0.6823,1.1503,0.5958
1182.9,3.8,10.42865,8.0544,7.52,1.7552,1.3573,0.68145,1.1422,0.5975
1182.1,3.8,10.4223,8.1336,7.51,1.7584,1.3681,0.6806,1.1341,0.5992
1180.3,3.8,10.525,8.126,7.67,1.7591,1.3765,0.657,1.1265,0.5862
1179.2,3.8,10.488,8.089,7.63,1.7447,1.3665,0.6545,1.1311,0.5856
1178.5,3.8,10.463,8.0286,7.535,1.7524,1.3609,0.6587,1.139,0.5897
1180,3.8,10.4325,8.096,7.6125,1.7554,1.3724,0.6607,1.1304,0.5937
1176.3,3.8,10.385,8.085,7.58,1.756,1.3722,0.66,1.1298,0.5903
1180,3.8,10.43,8.15,7.66,1.7553,1.3818,0.6518,1.1233,0.5831
1180,3.8,10.392,8.182,7.8,1.7575,1.376,0.6565,1.1209,0.5855
1180,3.8,10.339,8.2675,7.735,1.7622,1.3772,0.6517,1.1164,0.582
1181,3.8,10.38,8.2328,7.705,1.7612,1.3673,0.6454,1.1239,0.5728
1178.6,3.8,10.424,8.175,7.65,1.757,1.3551,0.6518,1.1346,0.5744
1183,3.8,10.4375,8.195,7.59,1.758,1.3623,0.6505,1.1325,0.575
1180.9,3.8,10.53,8.024,7.495,1.7528,1.346,0.6597,1.1484,0.5811
1179.9,3.8,10.528,8.0516,7.52,1.751,1.3517,0.6648,1.1441,0.5867
1180.2,3.8,10.52,7.993,7.425,1.747,1.343,0.6642,1.1513,0.5882
1183,3.8,10.47,7.9865,7.3576,1.7511,1.3456,0.6639,1.1497,0.5872
1178.7,3.8,10.4845,8.0108,7.3725,1.7555,1.3497,0.6653,1.1466,0.5911
1180,3.8,10.477,8.077,7.3933,1.758,1.3642,0.6525,1.1367,0.5834
1181,3.8,10.585,8.22,7.3801,1.7595,1.3736,0.6474,1.1231,0.5789
1185,3.8,10.59,8.2235,7.45,1.7605,1.3668,0.6538,1.1252,0.5857
1182,3.8,10.599,8.146,7.4876,1.7613,1.3505,0.6472,1.1337,0.5816
1187.9,3.8,10.7,8.135,7.44,1.7648,1.352,0.6466,1.1349,0.5807
1186,3.8,10.709,8.1075,7.38,1.763,1.3491,0.6465,1.1357,0.5806
1185,3.8,10.6775,8.085,7.248,1.7553,1.3475,0.651,1.139,0.5815
1181.1,3.8,10.67,8.133,7.41,1.7575,1.3573,0.6535,1.1321,0.5827
1180,3.8,10.713,8.16,7.365,1.7535,1.359,0.6586,1.1349,0.5879
1179,3.8,10.7335,8.166,7.415,1.7555,1.366,0.6568,1.1304,0.5874
1179.8,3.8,10.763,8.1565,7.415,1.7543,1.366,0.6572,1.1317,0.588
1178,3.8,10.705,8.188,7.35,1.7495,1.3717,0.6562,1.1249,0.5863
1178,3.8,10.729,8.206,7.335,1.7497,1.3724,0.6583,1.1255,0.5898
1180,3.8,10.732,8.3134,7.2875,1.7525,1.3928,0.6562,1.1138,0.5862
1179.2,3.8,10.8015,8.3505,7.3595,1.752,1.3922,0.6563,1.1117,0.5851
1175.6,3.8,10.837,8.3229,7.375,1.7444,1.3904,0.6593,1.1104,0.589
1173,3.8,10.86,8.3893,7.49,1.7385,1.4058,0.6535,1.0976,0.5848
1168,3.8,10.862,8.5095,7.485,1.7437,1.4181,0.6506,1.0871,0.5848
1171,3.8,10.884,8.495,7.5116,1.7455,1.4141,0.6513,1.0892,0.583
1170,3.8,10.912,8.52,7.35,1.7554,1.409,0.6455,1.0893,0.5773
1178,3.8,10.929,8.483,7.37,1.7522,1.4099,0.6406,1.0906,0.5715
1179,3.8,10.977,8.4693,7.37,1.7557,1.4125,0.639,1.0896,0.5695
1175,3.8,11.06,8.3644,7.39,1.7535,1.4005,0.649,1.0986,0.5785
1176.5,3.8,11.044,8.39945,7.3405,1.75425,1.4065,0.6446,1.0929,0.57285
1178,3.8,11.028,8.4345,7.291,1.755,1.4125,0.6402,1.0872,0.5672
1174.3,3.8,10.948,8.4065,7.26,1.7576,1.4133,0.6405,1.0845,0.5694
1178,3.8,10.858,8.3667,7.32,1.7573,1.4125,0.6395,1.0899,0.5691
1171,3.8,10.86,8.2312,7.445,1.7575,1.389,0.6468,1.1073,0.5743
1173,3.8,10.913,8.204,7.5499,1.7585,1.3842,0.6502,1.1124,0.5782
1170,3.8,11.0275,8.1685,7.4525,1.7562,1.3825,0.658,1.119,0.5839
1170,3.8,10.9595,8.165,7.405,1.7547,1.3875,0.6575,1.1195,0.5816
1174,3.8,10.985,8.04,7.365,1.752,1.3764,0.6638,1.1307,0.5833
1172.9,3.8,10.9745,8.097,7.41,1.756,1.378,0.6665,1.1304,0.5862
1170,3.8,10.89,8.145,7.5287,1.7518,1.3941,0.6618,1.1166,0.584
1172,3.8,10.915,8.062,7.3975,1.7533,1.3827,0.6642,1.1239,0.5813
1171,3.8,10.905,8.0445,7.34,1.7488,1.3843,0.6659,1.124,0.5834
1166,3.8,10.8975,7.9875,7.36,1.745,1.371,0.6727,1.1346,0.5899
1152,3.8,10.855,7.8875,7.2375,1.7302,1.3548,0.681,1.1468,0.5973
1154,3.8,10.771,7.78,7.1606,1.7319,1.3532,0.6789,1.1487,0.5949
1150.5,3.8,10.802,7.7445,7.1363,1.7355,1.3547,0.6784,1.1472,0.595
1152,3.8,10.831,7.7495,7.09,1.7348,1.3463,0.6796,1.1484,0.594
1150,3.8,10.9375,7.8017,7.1885,1.7295,1.344,0.6745,1.1482,0.5879
1150.6,3.8,11.04,7.704,7.14,1.7305,1.3312,0.6745,1.1578,0.591
1150.2,3.8,11.0025,7.7502,6.9575,1.7305,1.3208,0.6797,1.165,0.595
1151.9,3.8,10.969,7.7285,6.915,1.728,1.3148,0.683,1.1708,0.5981
1150,3.8,11.1575,7.67,6.8475,1.7263,1.314,0.6846,1.1717,0.5992
1148,3.8,11.245,7.7685,6.915,1.727,1.3353,0.6814,1.1596,0.5935
1151.5,3.8,11.215,7.65,6.95,1.7248,1.3215,0.6848,1.1706,0.5941
1149,3.8,11.3175,7.6175,6.864,1.7214,1.314,0.6908,1.1784,0.598
1150,3.8,11.262,7.597,6.88,1.7238,1.3127,0.6903,1.1805,0.5973
1148.7,3.8,11.24,7.686,6.965,1.7234,1.3239,0.688,1.1695,0.5985
1161.85,3.8,11.2385,7.66675,6.9625,1.7309,1.32195,0.68845,1.17095,0.5971
1175,3.8,11.237,7.6475,6.96,1.7384,1.32,0.6889,1.1724,0.5957
1170.5,3.8,11.198,7.689,7.01,1.7407,1.3285,0.6898,1.1652,0.5946
1174.9,3.8,11.255,7.698,7.01,1.7365,1.3278,0.6912,1.1665,0.5947
1179,3.8,11.253,7.723,7.205,1.7391,1.3347,0.6918,1.163,0.5957
1182,3.8,11.175,7.7676,7.1875,1.7442,1.3303,0.6935,1.1671,0.5969
1182,3.8,11.1475,7.7315,7.13,1.7435,1.3296,0.6996,1.1676,0.6023
1182,3.8,11.246,7.625,6.99,1.7363,1.3142,0.7067,1.1805,0.607
1190,3.8,11.188,7.674,6.99,1.7444,1.3124,0.6999,1.1795,0.6093
1186,3.8,11.177,7.6753,6.905,1.7415,1.3067,0.7009,1.1833,0.6102
1183,3.8,11.1195,7.725,6.88,1.743,1.3159,0.7038,1.1762,0.6097
1186,3.8,11.067,7.7478,6.95,1.7455,1.3287,0.7051,1.1689,0.612
1179,3.8,11.15,7.7181,6.92,1.7362,1.3293,0.7047,1.1673,0.6124
1177,3.8,11.103,7.718,6.87,1.7337,1.325,0.7075,1.1694,0.6132
1184,3.8,11.055,7.814,6.895,1.74,1.3382,0.7077,1.1609,0.6118
1186,3.8,10.986,7.915,6.909,1.7457,1.3607,0.6986,1.1454,0.609
1186,3.8,10.993,7.855,6.9175,1.744,1.3593,0.7017,1.1497,0.6112
1187,3.8,11.0015,7.8675,6.9272,1.7415,1.3653,0.71,1.1473,0.618
1181,3.8,10.9955,7.8865,6.99,1.7401,1.3737,0.7075,1.1417,0.6136
1180,3.8,10.9785,7.7987,6.97,1.7395,1.3635,0.7092,1.1505,0.6161
1175,3.8,11.015,7.7875,6.945,1.7335,1.3662,0.7167,1.1515,0.6216
1174,3.8,11.04,7.74375,6.9025,1.73125,1.35675,0.71735,1.1581,0.62405
1173,3.8,11.065,7.7,6.86,1.729,1.3473,0.718,1.1647,0.6265
1171,3.8,11.17,7.6475,6.72,1.725,1.3425,0.7196,1.1711,0.6297
1171.3,3.8,11.1425,7.6279,6.704,1.721,1.3333,0.7179,1.1743,0.6297
1183,3.8,11.18,7.6407,6.7346,1.727,1.3245,0.7105,1.1744,0.6257
1181,3.8,11.1675,7.54,6.6275,1.719,1.3055,0.7212,1.1893,0.6339
1178,3.8,11.1975,7.5385,6.615,1.7132,1.3032,0.7229,1.1909,0.6385
1191.9,3.8,11.1875,7.549,6.57,1.7183,1.302,0.7238,1.1895,0.6425
1195.7,3.8,11.2035,7.52,6.525,1.72,1.2985,0.7227,1.1913,0.6406
1207,3.8,11.3125,7.622,6.5651,1.722,1.3198,0.7176,1.1768,0.6379
1203,3.8,11.337,7.6125,6.56,1.7215,1.3172,0.7186,1.1785,0.6371
1203,3.8,11.3625,7.578,6.46,1.723,1.299,0.7237,1.1918,0.6418
1202.55,3.8,11.37875,7.5645,6.4145,1.7235,1.29535,0.72365,1.19565,0.64065
1202.1,3.8,11.395,7.551,6.369,1.724,1.2917,0.7236,1.1995,0.6395
1200,3.8,11.4063,7.542,6.3895,1.7243,1.3003,0.7265,1.1956,0.6438
1195.5,3.8,11.36,7.46,6.3463,1.7205,1.2875,0.7318,1.2084,0.6466
1196,3.8,11.259,7.419,6.265,1.7188,1.2888,0.7358,1.2093,0.6486
1192,3.8,11.229,7.43,6.2601,1.715,1.2906,0.7336,1.2077,0.6452
1191,3.8,11.205,7.3635,6.31,1.7145,1.2755,0.7358,1.2157,0.6448
1187,3.8,11.24,7.314,6.475,1.7122,1.2663,0.7402,1.2217,0.6473
1186,3.8,11.1725,7.305,6.4075,1.7135,1.2664,0.7398,1.2229,0.6463
1186,3.8,11.226,7.3446,6.515,1.715,1.2657,0.7398,1.2215,0.6485
1187.8,3.8,11.173,7.3848,6.4026,1.7164,1.2758,0.7355,1.2164,0.6445
1185.1,3.8,11.24,7.302,6.36,1.71,1.2628,0.7425,1.2284,0.6482
1183,3.8,11.294,7.342,6.32,1.71,1.2635,0.7429,1.229,0.6486
1192,3.8,11.292,7.3275,6.375,1.7059,1.2595,0.7436,1.2328,0.6506
1188.7,3.8,11.27,7.285,6.53,1.709,1.2553,0.7408,1.2381,0.6481
1189,3.8,11.208,7.338,6.67,1.7084,1.2555,0.7374,1.2376,0.645
1194,3.8,11.2325,7.326,6.925,1.7095,1.2565,0.7365,1.238,0.644
1195,3.8,11.271,7.325,6.935,1.7096,1.254,0.734,1.2415,0.6425
1196,3.8,11.275,7.315,6.904,1.7078,1.2583,0.7361,1.2406,0.641
1200,3.8,11.2763,7.298,6.695,1.706,1.2466,0.743,1.2464,0.6475
1199.95,3.8,11.25165,7.309,6.7075,1.70525,1.24945,0.74225,1.24525,0.6478
1199.9,3.8,11.227,7.32,6.72,1.7045,1.2523,0.7415,1.2441,0.6481
1198,3.8,11.235,7.27,6.731,1.7024,1.2493,0.7422,1.2485,0.6487
1197.4,3.8,11.199,7.262,6.5875,1.7034,1.2452,0.7482,1.2521,0.6535
1192,3.8,11.242,7.195,6.7,1.699,1.238,0.752,1.2597,0.6557
1195.1,3.8,11.095,7.1903,6.565,1.7022,1.239,0.7576,1.2592,0.6588
1192.1,3.8,11.0011,7.1671,6.36,1.698,1.2322,0.7682,1.2679,0.6717
1186,3.8,10.968,7.1347,6.5025,1.6985,1.2272,0.7702,1.2773,0.6717
1187,3.8,10.914,7.18,6.5875,1.6968,1.2385,0.7685,1.2665,0.6717
1182.5,3.8,10.88,7.138,6.63,1.6942,1.2253,0.7755,1.2772,0.6761
1181.7,3.8,10.845,7.085,6.7608,1.6925,1.219,0.7777,1.2853,0.6821
1175,3.8,10.805,7.126,6.931,1.6916,1.2225,0.7788,1.2802,0.6842
1181,3.8,10.842,7.1761,6.92,1.6942,1.2262,0.7772,1.2735,0.6825
1180.3,3.8,10.82,7.2175,7.1,1.6945,1.2268,0.7779,1.2726,0.683
1187,3.8,10.857,7.291,7.29,1.6953,1.2422,0.7702,1.2588,0.673
1186.2,3.8,10.833,7.4085,7.305,1.702,1.2659,0.7663,1.2395,0.6664
1180,3.8,10.88,7.245,7.08,1.695,1.2389,0.7805,1.2643,0.6795
1172,3.8,10.897,7.249,6.92,1.6914,1.243,0.7788,1.262,0.6785
1173,3.8,11.0973,7.41,7.0735,1.7035,1.2621,0.7585,1.2389,0.6673
1174,3.8,11.012,7.412,7.07,1.6936,1.2593,0.7625,1.2452,0.6705
1171,3.8,10.97,7.3927,7.05,1.6942,1.2628,0.7566,1.2426,0.6723
1169,3.8,11.084,7.319,6.895,1.6922,1.2478,0.7651,1.2561,0.6805
1168.4,3.8,11.048,7.322,6.89,1.6947,1.2497,0.7624,1.2552,0.6844
1166.1,3.8,11.245,7.2985,6.98,1.6914,1.2443,0.7655,1.2606,0.6882
1168.1,3.8,11.131,7.183,6.995,1.6852,1.2343,0.7679,1.2694,0.6903
1166.3,3.8,11.1105,7.205,6.98,1.683,1.2373,0.776,1.2672,0.6955
1162.1,3.8,11.1,7.174,6.865,1.6758,1.2331,0.7814,1.2727,0.6993
1160.6,3.8,11.0011,7.1295,6.831,1.6708,1.2293,0.786,1.2815,0.6994
1161,3.8,10.9685,7.138,6.655,1.6749,1.2305,0.7887,1.2807,0.6997
1160,3.8,10.965,7.161,6.612,1.676,1.2372,0.7875,1.2751,0.7001
1159.1,3.8,10.952,7.1595,6.5885,1.6752,1.23205,0.7927,1.27995,0.7039
1158.2,3.8,10.939,7.158,6.565,1.6744,1.2269,0.7979,1.2848,0.7077
1152.2,3.8,10.9095,7.18,6.5825,1.6775,1.2299,0.793,1.2812,0.7045
1165,3.8,10.978,7.2265,6.65,1.6843,1.2426,0.7912,1.2685,0.7008
1167.4,3.8,10.9415,7.311,6.705,1.6936,1.2572,0.774,1.2563,0.6841
1180,3.8,10.949,7.314,6.63,1.6942,1.2555,0.7743,1.2569,0.6831
1180,3.8,11.053,7.2565,6.57,1.6898,1.2401,0.7808,1.2692,0.6906
1170.2,3.8,11.075,7.3845,6.64,1.693,1.2587,0.7722,1.2503,0.6877
1178.5,3.8,11.0765,7.411,6.61,1.7028,1.2662,0.7703,1.2444,0.6874
1179,3.8,11.062,7.433,6.625,1.703,1.268,0.7717,1.2441,0.6852
1179,3.8,10.9725,7.439,6.6095,1.7048,1.2703,0.7725,1.2431,0.6892
1174,3.8,10.962,7.5925,6.715,1.7087,1.2963,0.761,1.2212,0.6809
1178,3.8,11.0475,7.6435,6.92,1.7135,1.3038,0.7424,1.2088,0.6635
1171,3.8,11.007,7.533,6.813,1.7158,1.2902,0.7529,1.2225,0.6696
1173,3.8,10.918,7.3975,6.5725,1.7112,1.2726,0.7587,1.2401,0.6742
1173.7,3.8,10.945,7.408,6.6004,1.7088,1.2788,0.7553,1.2371,0.6743
1173,3.8,10.969,7.366,6.565,1.705,1.2707,0.7635,1.2428,0.6829
1171.5,3.8,10.947,7.497,6.661,1.7145,1.29,0.7486,1.2226,0.6655
1171,3.8,10.98,7.5034,6.6845,1.7125,1.2784,0.7361,1.2268,0.6453
1181,3.8,10.968,7.595,6.735,1.7118,1.2865,0.7325,1.2191,0.6437
1175.5,3.8,10.975,7.552,6.6925,1.708,1.2785,0.7349,1.2243,0.6435
1171,3.8,11.066,7.536,6.712,1.701,1.28,0.7411,1.227,0.6497
1167,3.8,10.983,7.573,6.76,1.6997,1.2836,0.7392,1.2197,0.648
1158,3.8,11.114,7.476,6.66,1.6883,1.2572,0.7522,1.2392,0.6578
1157,3.8,10.989,7.5244,6.66,1.6946,1.271,0.7475,1.2269,0.6557
1161,3.8,10.976,7.4475,6.473,1.6888,1.256,0.7548,1.2368,0.6639
1160.5,3.8,10.973,7.4975,6.55,1.6873,1.2603,0.7526,1.2311,0.6612
1155,3.8,10.998,7.601,6.58,1.6887,1.268,0.7488,1.2213,0.6557
1158,3.8,11.0208,7.624,6.54,1.6898,1.275,0.7407,1.217,0.6475
1157.9,3.8,11.054,7.662,6.56,1.691,1.2878,0.7428,1.2092,0.6482
1157.8,3.8,11.16,7.6305,6.4,1.689,1.2872,0.7484,1.2141,0.6529
1154,3.8,11.229,7.592,6.335,1.6836,1.279,0.7531,1.2202,0.6568
1146.7,3.8,11.183,7.55,6.3235,1.675,1.2677,0.762,1.2292,0.665
1141.4,3.8,11.182,7.465,6.345,1.672,1.2627,0.7671,1.2358,0.6678
1141.8,3.8,11.1715,7.616,6.412,1.675,1.2932,0.7584,1.2109,0.6583
1144,3.8,11.157,7.654,6.415,1.6815,1.3049,0.7531,1.2008,0.6497
1150.4,3.8,11.1615,7.62,6.34,1.683,1.2928,0.7615,1.2089,0.6543
1143.5,3.8,11.2395,7.53,6.315,1.674,1.2769,0.7674,1.2171,0.6607
1145,3.8,11.21,7.5825,6.34,1.678,1.2829,0.761,1.2088,0.658
1144,3.8,11.2075,7.578,6.265,1.678,1.2819,0.7623,1.2102,0.6597
1141.9,3.8,11.2285,7.605,6.295,1.6675,1.284,0.7677,1.2068,0.6626
1141.4,3.8,11.2685,7.6825,6.565,1.6713,1.3025,0.7547,1.1923,0.6537
1158,3.8,11.2755,7.699,6.6423,1.6805,1.2992,0.7339,1.194,0.634
1154,3.8,11.269,7.7185,6.66,1.683,1.3036,0.7379,1.1914,0.6363
1163,3.8,11.241,7.65,6.445,1.6762,1.2912,0.7456,1.2025,0.6407
1154,3.8,11.252,7.661,6.5225,1.6813,1.2908,0.7453,1.2019,0.6434
1155,3.8,11.3175,7.702,6.5075,1.68,1.308,0.7371,1.191,0.6335
1156,3.8,11.323,7.733,6.7525,1.692,1.312,0.7318,1.1853,0.6235
1160,3.8,11.317,7.71,6.8625,1.7,1.3136,0.7303,1.1861,0.625
1159,3.8,11.35,7.751,6.7475,1.697,1.3202,0.7287,1.1802,0.6252
1156,3.8,11.29,7.696,6.765,1.6965,1.3111,0.7335,1.1851,0.6296
1153,3.8,11.306,7.6375,6.6825,1.6965,1.2968,0.7335,1.1927,0.6302
1157,3.8,11.341,7.71,6.9251,1.6973,1.3095,0.7232,1.183,0.6219
1171,3.8,11.4315,7.648,6.9,1.7049,1.2951,0.7198,1.1945,0.6216
1173.6,3.8,11.402,7.6425,6.94,1.7017,1.2984,0.721,1.1975,0.6242
1173,3.8,11.442,7.66,6.99,1.7028,1.301,0.7198,1.1937,0.6259
1172,3.8,11.415,7.57,6.904,1.6962,1.283,0.7284,1.2076,0.6328
1168,3.8,11.3815,7.5085,6.825,1.6853,1.2745,0.7337,1.2165,0.6356
1167,3.8,11.4445,7.526,6.905,1.6895,1.2833,0.7238,1.209,0.6315
1172,3.8,11.545,7.654,7.053,1.7024,1.302,0.7031,1.1885,0.6168
1191,3.8,11.635,7.7526,7.05,1.7268,1.303,0.691,1.1834,0.6032
1189,3.8,11.616,7.7725,6.923,1.7256,1.3045,0.6953,1.1818,0.6043
1182,3.8,11.63,7.69,6.85,1.722,1.289,0.6962,1.1911,0.6108
1186,3.8,11.634,7.75,6.95,1.7257,1.3076,0.6882,1.1801,0.602
1187,3.8,11.5695,7.7435,6.7925,1.7275,1.3005,0.6895,1.1874,0.604
1183,3.8,11.5215,7.65,6.7862,1.728,1.279,0.6887,1.2009,0.604
1185,3.8,11.495,7.635,6.76,1.726,1.2824,0.6866,1.1971,0.5995
1174,3.8,11.54,7.576,6.7375,1.7137,1.2778,0.6978,1.2015,0.608
1179,3.8,11.568,7.607,6.75,1.7207,1.288,0.693,1.1926,0.6038
1176,3.8,11.561,7.555,6.75,1.715,1.2797,0.7008,1.2009,0.6112
1179,3.8,11.575,7.597,6.655,1.7155,1.2821,0.6982,1.1978,0.609
1179.5,3.8,11.472,7.55,6.6,1.7155,1.269,0.706,1.2107,0.6168
1180,3.8,11.4725,7.5215,6.615,1.7125,1.2724,0.7059,1.2102,0.6187
1170,3.8,11.467,7.417,6.58,1.6998,1.246,0.7179,1.2274,0.6352
1165,3.8,11.414,7.4579,6.515,1.6984,1.2533,0.7138,1.2217,0.6285
1163,3.8,11.45125,7.45465,6.4775,1.7008,1.25215,0.71025,1.22135,0.62865
1161,3.8,11.4885,7.4514,6.44,1.7032,1.251,0.7067,1.221,0.6288
1164.8,3.8,11.44,7.4525,6.5356,1.705,1.2459,0.697,1.225,0.623
1164.7,3.8,11.4325,7.497,6.46,1.712,1.252,0.6849,1.2205,0.6159
1164,3.8,11.428,7.4575,6.46,1.7105,1.244,0.6922,1.2258,0.6193
1160,3.8,11.344,7.4123,6.485,1.7035,1.2371,0.7043,1.232,0.6298
1159,3.8,11.3505,7.4225,6.58,1.7075,1.2373,0.701,1.2273,0.6271
1155,3.8,11.3865,7.542,6.64,1.7115,1.2526,0.692,1.2097,0.6204
1160,3.8,11.372,7.555,6.5,1.7127,1.2442,0.6983,1.211,0.6345
1164.1,3.8,11.382,7.628,6.5301,1.7167,1.2597,0.6912,1.2011,0.629
1164,3.8,11.4248,7.605,6.623,1.721,1.257,0.6883,1.2073,0.6255
1163.4,3.8,11.4145,7.5448,6.465,1.7138,1.2504,0.696,1.2139,0.6335
1158,3.8,11.399,7.621,6.54,1.7196,1.2678,0.687,1.2006,0.6294
1157.5,3.8,11.355,7.6055,6.52,1.7183,1.2565,0.684,1.204,0.6242
1160,3.8,11.34,7.556,6.3985,1.7167,1.2443,0.6905,1.2118,0.6272
1157,3.8,11.311,7.551,6.3125,1.7203,1.2469,0.6905,1.211,0.6275
1160,3.8,11.345,7.591,6.2525,1.721,1.2536,0.6865,1.209,0.6259
1156,3.8,11.303,7.532,6.2987,1.7097,1.2425,0.6996,1.217,0.6337
1150,3.8,11.315,7.546,6.3,1.7086,1.2504,0.699,1.2145,0.6365
1153,3.8,11.423,7.499,6.165,1.7095,1.2482,0.6998,1.2193,0.6412
1152,3.8,11.525,7.5325,6.2475,1.7157,1.2615,0.6908,1.2124,0.6325
1156,3.8,11.538,7.525,6.2275,1.723,1.252,0.6952,1.2179,0.6322
1153,3.8,11.506,7.546,6.245,1.7155,1.2509,0.7036,1.2158,0.64
1155.2,3.8,11.473,7.466,6.1125,1.7123,1.2336,0.7125,1.2307,0.6468
1155.1,3.8,11.4835,7.47105,6.18375,1.71425,1.23405,0.71365,1.22985,0.6485
1155,3.8,11.494,7.4761,6.255,1.7162,1.2345,0.7148,1.229,0.6502
1152.2,3.8,11.4625,7.415,6.1063,1.7065,1.2264,0.7232,1.2384,0.6566
